MetroShort,post_net,post_bus,post_pop,post_temp,post_perm,pre_net,pre_bus,pre_pop,pre_temp,pre_perm,2010 Population,2019 Population,area,land_area,estab_count,density,density2019,AREA,Msa,MsaName,end,teleworkable_manual_emp,teleworkable_manual_wage,wfh_emp,wfh_wage,MetroState,price_level,cbd_lon,cbd_lat
"Charlotte, NC",0.7647526981997885,-0.989256241241501,0.7573325624739063,0.7573325624739063,0.6102739420207534,0.23609104304000936,-1.119011781803083,0.3010448490126662,0.3010448490126662,0.18504308696058444,1891743,2172467,3781.6736463320462,3713.88224015444,96335,509.3707548253691,584.9585042065466,16740,"Charlotte-Concord-Gastonia, NC-SC",Charlotte-Concord-Gastonia,NC-SC,0.32954726,0.4663735,0.37868536,0.5115307,NC,233275.8602744135,-80.843002,35.2243
"Charlottesville, VA",-0.5692290380533687,-2.43466817070878,-0.5078826775106028,-0.5078826775106028,-0.5831978488031445,-0.638297046760594,-0.46061289716112047,-0.7840771078353388,-0.7840771078353388,-0.4819239708672691,241467,257717,2521.063824710425,2500.4962814671817,10638,96.56763010993872,103.0663400342203,16820,"Charlottesville, VA",Charlottesville,VA,0.31150833,0.4031747,0.37483799,0.47524747,VA,320369.5802586312,-78.4832,38.0308
"Chattanooga, TN",-0.29115856717874145,-0.5342351614958585,-0.6934390519901752,-0.6934390519901752,-0.2900779150206019,-0.27417689040797705,-0.269568200754791,-0.44646372019136804,-0.44646372019136804,-0.23635406487309282,617809,647757,2816.9416864864866,2759.211157915058,20403,223.90783620447337,234.76166299989325,16860,"Chattanooga, TN-GA",Chattanooga,TN-GA,0.27364412,0.35716042,0.31837744,0.39439443,TN,189132.17684510423,-85.310501,35.0481
"Cheyenne, WY",-1.186747478034494,-3.769284712482469,-1.8871013667425967,-1.8871013667425967,-0.660999023755288,-0.33456719817767655,-0.0876577840112202,-0.5821876016921576,-0.5821876016921576,-0.21151968760169215,91757,98336,2704.7441884169884,2703.091316988417,5704,33.945209110518995,36.379089149514435,16940,"Cheyenne, WY",Cheyenne,WY,0.29543009,0.36313167,0.3659654,0.43445104,WY,294456.17177578725,-104.822619,41.135514
"Chicago, IL",-2.6009263708934736,-3.4558329205293328,-3.1128187556810674,-3.1128187556810674,-2.2025687443936666,-0.7627705857965122,-0.8556100063689761,-0.9238907577525888,-0.9238907577525888,-0.7013650642268564,9658114,9701082,8746.601874131275,8595.591525868726,452192,1123.6124903019852,1128.6113318442674,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago-Naperville-Elgin,IL-IN-WI,0.33973619,0.44786832,0.39180052,0.49589816,IL,244942.05324958503,-87.626099,41.878201
"Chico, CA",-2.810317075237017,-1.9623233908948194,-3.4304121130904246,-3.4304121130904246,-2.8268755342991154,-4.720316074027864,-5.595424983180085,-6.491763129317715,-6.491763129317715,-4.515453278189814,251601,259686,1785.1164702702702,1743.8706235521236,8918,144.2773314728527,148.91356990178582,17020,"Chico, CA",Chico,CA,0.27392867,0.30926758,0.31886956,0.34933722,CA,333341.8145441862,-121.837702,39.729181
"Cincinnati, OH",-1.0547208059003896,-1.0296437764676576,-1.4026382971300848,-1.4026382971300848,-0.7914143832586953,-0.3747755769587776,-0.4816075728639044,-0.48372380069946475,-0.48372380069946475,-0.27613949592186526,2346068,2407841,6631.198608108108,6541.125718532819,84301,358.66425764497086,368.1080449467467,17140,"Cincinnati, OH-KY-IN",Cincinnati,OH-KY-IN,0.31457672,0.41423383,0.36198092,0.45618263,OH,193876.16016534585,-84.5093,39.100498
"Clarksville, TN",-2.3816518381735774,-3.605109227647129,-3.8366327729681764,-3.8366327729681764,-2.1076644523849493,-1.1609990647257726,-1.8144920615972306,-1.7781901244634164,-1.7781901244634164,-1.0219070001678698,308656,333592,2434.9617934362936,2374.3385965250964,8377,129.9966232498287,140.4989164090666,17300,"Clarksville, TN-KY",Clarksville,TN-KY,0.25851533,0.30154297,0.29801679,0.34227738,TN,169607.27606486005,-87.3563,36.527199
"Cleveland, OH",-1.3574116093304176,-1.9402786351477301,-1.6513940289112115,-1.6513940289112115,-0.9538498567193777,-0.48260781018248994,-0.9029618601498481,-0.5845139670320854,-0.5845139670320854,-0.3255442709351195,1967540,1944436,1784.5769525096523,1748.249783011583,82617,1125.4341451200764,1112.2186422643,17460,"Cleveland-Elyria, OH",Cleveland-Elyria,OH,0.31750074,0.4021273,0.3654854,0.44317737,OH,158860.24570392317,-81.689697,41.501301
"Cleveland, TN",1.73287123433751,7.046799354491662,1.700647943157187,1.700647943157187,1.7201210112086054,0.2364586834815064,-0.591715976331361,0.24828161765558168,0.24828161765558168,0.2665955745134631,81237,86273,600.0551374517374,592.6168162162162,1859,137.08183395585704,145.57973658399072,17420,"Cleveland, TN",Cleveland,TN,0.24982542,0.30903992,0.31311727,0.36334869,TN,175369.654640513,-84.874184,35.159825
"College Station, TX",-3.297952149982545,-0.5308481774212576,-3.8023382777856183,-3.8023382777856183,-3.054319648812663,-1.7563080762688574,0,-2.137875197765712,-2.137875197765712,-1.6348632166917973,238762,269258,2521.4346841698843,2483.046252123552,8477,96.15688785329948,108.43857611179212,17780,"College Station-Bryan, TX",College Station-Bryan,TX,0.35233587,0.42978448,0.42090797,0.45651954,TX,229535.5408227284,-96.326878,30.621315
"Colorado Springs, CO",-2.7247113239198057,-4.904462378352718,-3.55979544307096,-3.55979544307096,-2.414048631129786,-0.7704814796718837,-1.0325183954426773,-1.031660722138076,-1.031660722138076,-0.6586483390607102,657015,736812,3733.320384169884,3722.0163297297295,33704,176.5212567048862,197.9604426006113,17820,"Colorado Springs, CO",Colorado Springs,CO,0.36108276,0.4663882,0.40308225,0.50151491,CO,324964.626928713,-104.825,38.832298
"Columbia, MO",-4.29703277924499,-2.510016497761018,-4.978095386049401,-4.978095386049401,-3.9407591528144583,-2.0123245818445445,-0.7895357058684892,-2.354564755838641,-2.354564755838641,-1.8668116617471908,178570,193110,1482.225218146718,1466.1362795366797,8486,121.79631763592312,131.71354034089217,17860,"Columbia, MO",Columbia,MO,0.27529389,0.35276058,0.33865142,0.40644845,MO,197917.33590261225,-92.330597,38.9519
"Columbia, SC",0.2507889282686538,-1.9320366207278532,0.3252029733626739,0.3252029733626739,0.20542983736994966,-0.2519314746388982,-0.12054865930342423,-0.3335892637202681,-0.3335892637202681,-0.2438193954101627,821713,875238,4630.5428918918915,4483.216555212355,30693,183.28648413038303,195.22545681680617,17900,"Columbia, SC",Columbia,SC,0.3102341,0.39495081,0.36856678,0.44911692,SC,162841.41326241326,-81.0355,34.005798
"Columbus, GA",-2.7824207060142325,-3.76150909499214,-4.18484081150601,-4.18484081150601,-2.7977673909634717,-0.9141286252372897,-1.1902088479676622,-1.3460710818412018,-1.3460710818412018,-0.904787164833405,288095,299739,1844.509145173745,1806.9060324324323,8906,159.44105273264844,165.88521739367678,17980,"Columbus, GA-AL",Columbus,GA-AL,0.3130503,0.4157635,0.3517563,0.45372504,GA,125448.84201999774,-84.991707,32.464727
"Columbus, IN",-4.695510516985291,-4.776247848537006,-6.477808122913771,-6.477808122913771,-4.22036957181416,-1.6418315685241085,-1.1833046471600688,-2.256160861163017,-2.256160861163017,-1.4509766342452846,116889,125226,729.4428965250966,724.3249976833977,4648,161.37645445600396,172.88648106928412,18020,"Columbus, IN",Columbus,IN,0.23739773,0.30602479,0.26334548,0.3350988,IN,173444.99018572833,-85.920826,39.19954
"Columbus, OH",-1.3637259909487214,-2.9087500165044826,-1.6900661622340742,-1.6900661622340742,-1.0186370817347097,-0.5304381911696581,-0.8371073583585301,-0.6637224274531697,-0.6637224274531697,-0.41312791761198286,1927792,2104675,4782.868472200772,4730.512099227799,75737,407.5228980631272,444.91483286631137,18140,"Columbus, OH",Columbus,OH,0.34627905,0.44996524,0.3954353,0.49789947,OH,213918.44940185497,-82.999496,39.961201
"Corpus Christi, TX",-0.3635698279815696,-0.9150414106331819,-0.2687802826339565,-0.2687802826339565,-1.5450529552523957,-0.008316956849251593,-0.5343307507347047,0.09783117528105371,0.09783117528105371,-0.4721655216989404,396807,420827,1432.2285833976837,1254.2614555984555,14972,316.367052681746,335.5177647544048,18580,"Corpus Christi, TX",Corpus Christi,TX,0.25577381,0.30370814,0.31022996,0.34816521,TX,172228.51611902224,-97.394302,27.7945
"Corvallis, OR",-7.745817985594631,-2.262443438914027,-8.663397696079581,-8.663397696079581,-7.542875912066255,-3.085188747859137,-0.9954751131221719,-3.465030617272365,-3.465030617272365,-2.947938906224339,80725,85246,921.0350787644788,918.576435907336,3315,87.88054738227943,92.80229349210023,18700,"Corvallis, OR",Corvallis,OR,0.33020416,0.42014483,0.39926612,0.48938054,OR,378755.43495439936,-123.263513,44.563955
"Crestview, FL",4.532255722789527,5.740779329026881,6.06867347432609,6.06867347432609,0.9940473309780767,1.7988675410153414,1.7816211710773078,2.4492087305812325,2.4492087305812325,0.2293955379180177,184145,206630,783.3705868725868,746.4916038610038,9598,246.68060437326457,276.8015057788572,18880,"Crestview-Fort Walton Beach-Destin, FL",Crestview-Fort Walton Beach-Destin,FL,0.29257396,0.41137466,0.32572564,0.43272468,FL,265672.4915586612,-86.570978,30.757917
"Cumberland, MD",-1.8765062582601257,-3.7883736120182885,-2.315750602503304,-2.315750602503304,-1.7113037394076034,-1.1175464510611832,-0.9797517962116263,-1.3343504625670528,-1.3343504625670528,-1.0349451916349217,107712,102904,960.4330027027028,952.3753227799228,3062,113.09826853303544,108.04983869135732,19060,"Cumberland, MD-WV",Cumberland,MD-WV,0.2159169,0.2495884,0.27051818,0.30537957,MD,114570.07292669346,-78.762199,39.6525
"Dallas, TX",0.3734925466590517,-0.23359778150411015,0.3056059347892287,0.3056059347892287,0.30714007247815417,-0.008370494387760163,-0.07615834104593065,-0.06687970661960708,-0.06687970661960708,-0.026212148821411287,6401545,7359183,9684.832208494208,9338.944444787645,292811,685.4677247355188,788.0101486316678,19100,"Dallas-Fort Worth-Arlington, TX",Dallas-Fort Worth-Arlington,TX,0.34575835,0.46431294,0.39693448,0.51277018,TX,253427.9624680422,-96.798698,32.780399
"Dalton, GA",-1.5440516250304195,-4.199410609037328,-2.24542029253065,-2.24542029253065,-1.559156477883978,-1.3057306133409416,-1.37524557956778,-1.757701377059085,-1.757701377059085,-1.3048914548490773,118089,119167,498.2474243243243,495.70149343629345,4072,238.22603232720857,240.40072821631537,19140,"Dalton, GA",Dalton,GA,0.18415296,0.26577631,0.21352957,0.29899439,GA,148319.48605958468,-84.969775,34.774249
"Danville, IL",-3.428145084231056,-1.0787486515641855,-3.9960993232718565,-3.9960993232718565,-2.977865622995667,-1.9019071429506393,-0.05393743257820927,-2.2887024359595274,-2.2887024359595274,-1.6859300757883162,80497,76397,854.838054054054,851.9422455598456,1854,94.48645189217278,89.67391909271555,19180,"Danville, IL",Danville,IL,0.2729114,0.29558307,0.3065508,0.31886387,IL,65722.72472795798,-87.630225,40.124486
"Decatur, AL",-0.8008074038404454,-2.4827024827024826,-1.0921720086809106,-1.0921720086809106,-0.841045667130616,-0.6979029928032876,-0.20350020350020348,-0.9008753471374763,-0.9008753471374763,-0.6675593844205361,154466,151597,1359.9280494208494,1314.0608405405403,4914,117.54859077640592,115.36528243063722,19460,"Decatur, AL",Decatur,AL,0.20046784,0.26173639,0.24281776,0.30145735,AL,153057.10306592527,-86.984835,34.606125
"Decatur, IL",-6.459413381580322,-2.941176470588235,-7.8746390174315435,-7.8746390174315435,-5.626978880345152,-3.5002261577537315,-1.6884531590413945,-4.085191886155666,-4.085191886155666,-3.117497651438711,120272,114964,970.441954054054,963.513803861004,3672,124.82644204789244,119.31743950041492,19500,"Decatur, IL",Decatur,IL,0.25987801,0.32514477,0.2963607,0.3421002,IL,84421.84799677406,-88.951302,39.843498
"Deltona, FL",4.080036626447645,6.708347414667118,4.406236472174766,4.406236472174766,2.0401073853241245,0.7973734419062856,1.6263940520446096,0.8372064851614789,0.8372064851614789,0.13930876487281393,518448,561343,1439.523952895753,1320.7919652509652,23672,392.5281298190583,425.00485675905713,19660,"Deltona-Daytona Beach-Ormond Beach, FL",Deltona-Daytona Beach-Ormond Beach,FL,0.25670928,0.31427589,0.31015232,0.35761163,FL,215703.5132866511,-81.2221,28.92912
"Denver, CO",-2.1320934004511547,-4.802512882416313,-2.710618059445643,-2.710618059445643,-1.8852596735003984,-0.4346686861409369,-1.207118102877614,-0.5742839033332199,-0.5742839033332199,-0.40446777113388827,2506951,2850907,8638.507733204633,8579.675965637065,154086,292.1964663981167,332.2860923207736,19740,"Denver-Aurora-Lakewood, CO",Denver-Aurora-Lakewood,CO,0.3743498,0.50087583,0.42583242,0.54984295,CO,436057.3797004603,-104.997,39.749298
"Des Moines, IA",-2.08960451335643,-3.444016566155635,-2.9696364451007486,-2.9696364451007486,-1.3875478818399247,-0.9363384512472943,-1.4531715469011117,-1.3207657308015117,-1.3207657308015117,-0.7148356398654575,562915,633852,3269.3527405405403,3248.4280444015444,27526,173.28843129837756,195.1257627800631,19780,"Des Moines-West Des Moines, IA",Des Moines-West Des Moines,IA,0.3752175,0.48650342,0.42664063,0.53014994,IA,213867.11242734484,-93.619598,41.5896
"Detroit, MI",-2.4378008109280453,-3.5239019598671595,-3.055726861402331,-3.055726861402331,-1.7011428919429163,-0.8501281118844569,-1.092193273773329,-1.0568384632920542,-1.0568384632920542,-0.6024910242347412,4275414,4285707,4391.751215057915,4235.696669498069,171032,1009.376811797677,1011.80687249445,19820,"Detroit-Warren-Dearborn, MI",Detroit-Warren-Dearborn,MI,0.32424751,0.43224531,0.35065165,0.44599846,MI,178151.00853071414,-83.049103,42.332298
"Dothan, AL",-1.9175079319296222,-1.92,-2.6805884049610618,-2.6805884049610618,-2.1361407556965677,-0.6443611191231612,-1.1199999999999999,-0.8629362561292183,-0.8629362561292183,-0.6830112489183733,170824,173350,2225.9335173745176,2210.284978378378,5625,77.2859616162838,78.4288006731068,20020,"Dothan, AL",Dothan,AL,0.19694568,0.24327964,0.24625178,0.29699299,AL,131591.86766652198,-85.39093,31.223978
"Dover, DE",1.7886919814320552,-0.08693132425383947,2.017386166180101,2.017386166180101,1.9228939554028812,0.34602076124567477,-0.3911909591422776,0.3388099089129139,0.3388099089129139,0.4682046479952328,184240,199699,746.1268664092664,721.5852895752896,6902,255.3267128109553,276.7503757144755,20100,"Dover, DE",Dover,DE,0.25415933,0.31815681,0.30486917,0.37138954,DE,227654.76901590897,-75.522681,39.158934
"Dubuque, IA",-4.1548782680279706,-1.420013312624806,-5.360370163602472,-5.360370163602472,-2.9531712763642215,-1.2405022567489568,0.2662524961171511,-1.619087270421922,-1.619087270421922,-0.7588732341057691,102613,105683,1021.4169853281852,998.6236073359072,4507,102.75443044426652,105.82866179374363,20220,"Dubuque, IA",Dubuque,IA,0.31297672,0.37436256,0.34789139,0.39925113,IA,183503.67715904693,-90.667503,42.500702
"Duluth, MN",-3.289620645703849,-3.160432104276404,-3.725083111046871,-3.725083111046871,-2.078761678251843,-1.495341839349303,-1.0356218194804037,-1.6843291328856944,-1.6843291328856944,-0.9638253419707502,306593,304412,11407.157913127414,10620.65506023166,11201,28.86761675821835,28.662262193209777,20260,"Duluth, MN-WI",Duluth,MN-WI,0.26770693,0.31199023,0.30951229,0.347123,MN,165629.04463476845,-92.099899,46.7836
"Durham, NC",0.08804631105522526,-0.3933291378225299,-0.0028957453413718456,-0.0028957453413718456,-0.12443878629138502,0.27653063620307783,0.19823788546255508,0.31178829231897026,0.31178829231897026,0.24300781851242173,663067,766642,2161.0009525096525,2109.345145945946,31780,314.34732304212093,363.450240219552,20500,"Durham-Chapel Hill, NC",Durham-Chapel Hill,NC,0.41275987,0.52036542,0.45957696,0.57052588,NC,261047.275831357,-78.899696,35.994999
"Eau Claire, WI",-3.2582613116420944,-3.5690504727660137,-3.7587188612099642,-3.7587188612099642,-2.186070157600407,-2.1814946619217084,-0.7590890930882941,-2.506304016268429,-2.506304016268429,-1.7722419928825623,189903,196700,2816.9935876447876,2761.5670536679536,7509,68.76639107776437,71.22767478658184,20740,"Eau Claire, WI",Eau Claire,WI,0.27712199,0.32579857,0.30554214,0.35095063,WI,200113.34379675504,-91.500702,44.811001
"El Centro, CA",-1.3615103836563238,-2.559763063253649,-1.6494029802412133,-1.6494029802412133,-2.0767312647751406,-0.36825085470283175,-0.8462026655383965,-0.5086117960556448,-0.5086117960556448,-0.6333359548846441,218544,216157,5498.720941312741,5189.112442857143,4727,42.115872879345225,41.65587128441241,20940,"El Centro, CA",El Centro,CA,0.22491296,0.25206363,0.28689581,0.32677534,CA,238736.4178515946,-115.567537,32.792788
"El Paso, TX",-1.4566776837543225,-2.3914291180409415,-1.9229462302630111,-1.9229462302630111,-1.4259897448197936,-0.520284022165863,-0.1836617562655443,-0.657791855820773,-0.657791855820773,-0.4840699026569171,813672,850497,882.5824274131274,880.4384185328186,26135,924.166850142592,965.9926033410565,21340,"El Paso, TX",El Paso,TX,0.29758063,0.34773588,0.34833768,0.38792619,TX,137814.4897465705,-106.487,31.760099
"Elizabethtown, KY",-2.8125610062191484,-1.9190871369294606,-3.731349527288953,-3.731349527288953,-2.826505284881613,-1.0723150291435424,0.1037344398340249,-1.3681429009677328,-1.3681429009677328,-1.003988063697465,140530,143428,1101.0797328185329,1089.9071332046333,3856,128.93759084482943,131.59653298009104,21060,"Elizabethtown-Fort Knox, KY",Elizabethtown-Fort Knox,KY,0.30357519,0.37789562,0.34226704,0.40032881,KY,146085.12325043458,-85.859525,37.69385
"Elkhart, IN",-3.391907403511492,-3.2891507118311245,-4.089887391626898,-4.089887391626898,-2.692857063767121,-1.7826890923787273,-0.7756504663721159,-2.1070056359549567,-2.1070056359549567,-1.470810772904602,264215,270939,733.0599420849421,719.2025953667953,10185,367.37214479217727,376.7213880281123,21140,"Elkhart-Goshen, IN",Elkhart-Goshen,IN,0.18283184,0.23726732,0.21630467,0.26277831,IN,165725.00533213964,-85.972298,41.684601
"Elmira, NY",-2.527003600480064,-2.195121951219512,-3.0706760901453527,-3.0706760901453527,-1.6242165622082942,-0.9387918389118548,-0.2845528455284553,-1.2370982797706362,-1.2370982797706362,-0.5560741432190959,78938,74990,294.25028996138997,291.65381428571425,2460,270.6564979900094,257.11990149574103,21300,"Elmira, NY",Elmira,NY,0.20536025,0.26295757,0.24755412,0.30761611,NY,109997.69726567472,-76.805496,42.089901
"Erie, PA",-2.9823966199271803,-0.6096256684491979,-3.7809318284361217,-3.7809318284361217,-2.1366788965797046,-1.3248878147395518,-0.5026737967914439,-1.6982557509154945,-1.6982557509154945,-0.970581754462053,293277,285911,1041.8020131274131,1020.0540953667954,9350,287.5112225244703,280.2900368702416,21500,"Erie, PA",Erie,PA,0.24543543,0.29389223,0.29481268,0.33592576,PA,130592.00761363072,-80.083199,42.125999
"Eugene, OR",-3.4714312569804604,-4.084034602483375,-4.074460085590118,-4.074460085590118,-3.2392100054184962,-1.4295429664606163,-1.3299593950450186,-1.7182160984618107,-1.7182160984618107,-1.3388660968030874,341093,361724,2497.262100772201,2440.4819362934363,16993,139.76460752585876,148.21826567148472,21660,"Eugene, OR",Eugene,OR,0.28670657,0.34700429,0.34138468,0.39282721,OR,309980.09929025243,-123.095,44.050701
"Evansville, IN",-2.197869851628394,-2.204624643649034,-2.907193157762634,-2.907193157762634,-1.9340875832903166,-1.132085300650221,-0.10769718086791258,-1.4779147467074574,-1.4779147467074574,-0.9859868629800292,418117,422318,2903.3899054054054,2842.1136683397685,15785,147.1148056665322,148.59293092478552,21780,"Evansville, IN-KY",Evansville,IN-KY,0.24462347,0.30506468,0.28743854,0.33877203,IN,142205.9784311406,-87.573196,37.974098
"Fairbanks, AK",-5.126225662208498,-5.704534373476354,-6.869423111628,-6.869423111628,-4.5086322712598506,-2.0372561207916426,-0.5363237445148707,-2.874215475927894,-2.874215475927894,-1.7585370255258568,98392,99742,11514.688852895752,11428.415592277992,4102,8.609417395223359,8.72754400595951,21820,"Fairbanks, AK",Fairbanks,AK,0.30431253,0.33576667,0.37199977,0.39965317,AK,270110.9367802884,-147.719748,64.839674
"Fargo, ND",-9.325481321052397,-7.364045134470179,-11.895149678984106,-11.895149678984106,-8.132673050482436,-3.567474174747831,-2.6130482735216765,-4.54467657090943,-4.54467657090943,-3.123365009064694,214912,246561,3868.4236884169886,3841.211174903475,11787,55.94901977900251,64.1883480947115,22020,"Fargo, ND-MN",Fargo,ND-MN,0.31624398,0.4031021,0.37319818,0.4489179,ND,246617.25828753968,-96.785797,46.8769
"Farmington, NM",-2.1340441849902083,-3.2288254562470753,-2.7378461492639556,-2.7378461492639556,-1.9962918562312453,-1.119144595268766,-0.772110435189518,-1.5031385192741569,-1.5031385192741569,-1.0662774853126233,137444,134299,4865.697571428572,4852.109588030888,4274,28.32664792630505,27.678476251090206,22140,"Farmington, NM",Farmington,NM,0.21131162,0.22925924,0.26555133,0.27353746,NM,184830.8833303872,-108.218758,36.736863
"Fayetteville, AR",-0.8617321092034511,-1.194260285169376,-1.3645417293428082,-1.3645417293428082,-0.8383906495841762,-0.637826996559296,-0.6130233402960675,-0.9926863426526272,-0.9926863426526272,-0.593737572833999,504965,578370,3930.3961590733593,3875.969676447876,22022,130.28094700234448,149.21943365925554,22220,"Fayetteville-Springdale-Rogers, AR-MO",Fayetteville-Springdale-Rogers,AR-MO,0.30760106,0.43046272,0.36532432,0.48063016,AR,203880.79321647872,-94.164803,36.063099
"Fayetteville, NC",-4.322026812971277,-3.1399010346378766,-6.149154779040418,-6.149154779040418,-4.329935577464088,-1.7993569044643845,-2.636077372919478,-2.4519881504111427,-2.4519881504111427,-1.7180096125383293,421684,442547,1395.8708961389962,1387.995475289575,11115,303.8079068031722,318.8389356295791,22180,"Fayetteville, NC",Fayetteville,NC,0.26853907,0.34321123,0.32274923,0.3869625,NC,145427.29843083513,-78.8797,35.053101
"Flagstaff, AZ",-2.9426011847442295,0.599680170575693,-3.3050862295368995,-3.3050862295368995,-3.420584201464881,-1.0376725320260294,-0.2798507462686567,-1.0733899442644956,-1.0733899442644956,-1.2209285359946307,163882,171345,18971.131327027026,18924.21368494209,7504,8.659910669387557,9.054273157797752,22380,"Flagstaff, AZ",Flagstaff,AZ,0.25301144,0.32890993,0.30860171,0.38721773,AZ,379669.3715210455,-111.651122,35.199171
"Flint, MI",-3.7685266745815937,-5.534288526741769,-4.681870986685049,-4.681870986685049,-2.7718203056183217,-1.3761760688343354,-1.564038061905283,-1.7659224081804603,-1.7659224081804603,-1.0011744730828642,329449,313332,672.7664416988417,666.535022007722,9143,494.2711022260181,470.0908274199731,22420,"Flint, MI",Flint,MI,0.2535544,0.295344,0.30078515,0.34073025,MI,116141.7144811525,-83.691002,43.019402
"Florence, AL",-0.20538501035578913,-2.56140350877193,-0.26480820155423374,-0.26480820155423374,-0.23826968898017112,-0.21230810059250116,-0.5614035087719298,-0.2790582289581326,-0.2790582289581326,-0.18634651220483117,174142,173333,1749.2547907335909,1645.7976718146715,5700,105.81009013579988,105.31853518110852,22520,"Florence-Muscle Shoals, AL",Florence-Muscle Shoals,AL,0.21173815000000001,0.24818482,0.25456104,0.28966284,AL,134297.23862279093,-87.655403,34.797001
"Florence, SC",-0.3265423293950893,-1.068283528222896,-0.6876676444994662,-0.6876676444994662,-0.36422029047913806,-0.23728144539835475,0.11549011115923198,-0.3360066743816777,-0.3360066743816777,-0.2327959738407299,223655,222942,1884.154477992278,1871.0005467181468,6927,119.53764545515769,119.15656592995356,22500,"Florence, SC",Florence,SC,0.2301451,0.28915721,0.27805755,0.33905542,SC,126213.03795163069,-79.769501,34.191002
"Fond du Lac, WI",-3.6268728854519097,-4.3917942791100835,-4.574190430159497,-4.574190430159497,-2.781053649105848,-1.3852102464958918,-1.2713088702687085,-1.7627839536007734,-1.7627839536007734,-1.0758820686321895,103089,103450,755.2512293436293,742.4385455598456,3461,138.85189638458814,139.338131915002,22540,"Fond du Lac, WI",Fond du Lac,WI,0.23395444,0.32058883,0.277311,0.35256261,WI,170332.4426818396,-88.448283,43.774368
"Fort Collins, CO",-1.0524133462908973,-1.9070703375102898,-1.081386459345643,-1.081386459345643,-0.8064787819889861,-0.3076125688370587,-0.21951888777096865,-0.29263362487852285,-0.29263362487852285,-0.24800777453838677,328439,385875,2969.0152227799226,2927.564047104247,21866,112.1884934762982,131.80753479387823,22660,"Fort Collins, CO",Fort Collins,CO,0.31340542,0.40065864,0.36465126,0.43932381,CO,420322.14221871103,-105.076,40.585701
"Fort Smith, AR",-3.5756959295093718,-4.421915444348577,-5.417251331196883,-5.417251331196883,-3.5631345780305024,-1.7705378096679512,-1.8334771354616048,-2.5830121508097474,-2.5830121508097474,-1.7346920017892267,325339,326398,5254.408638223938,5124.573796911197,9272,63.4860600887621,63.692711420554474,22900,"Fort Smith, AR-OK",Fort Smith,AR-OK,0.23027444,0.29224509,0.28420717,0.34204745,AR,128990.1801022219,-94.426598,35.387699
"Fort Wayne, IN",-3.9221282794519046,-3.1872088098263447,-5.1264844613865606,-5.1264844613865606,-3.319569625123947,-1.5968861460137045,-1.1859381617958493,-2.026669034616466,-2.026669034616466,-1.336623092161875,458675,472983,1737.200613899614,1724.1105756756756,18888,266.03572095150923,274.3344926207177,23060,"Fort Wayne, IN",Fort Wayne,IN,0.26707259,0.35065696,0.31005374,0.38711464,IN,150450.11337527185,-85.137604,41.077702
"Fresno, CA",-2.0115355624800877,-2.5847711678102727,-2.3616334729464055,-2.3616334729464055,-1.999491020988585,-0.6166028176456418,-0.42635400706148824,-0.7843133445749053,-0.7843133445749053,-0.617088484641267,972978,1029512,5513.636759459459,5461.08082007722,30022,178.16583054821774,188.51799376692665,23420,"Fresno, CA",Fresno,CA,0.27334729,0.32261312,0.31901005,0.36268142,CA,272957.36082035466,-119.793,36.7369
"Gadsden, AL",-0.3739363799397123,-1.401323472168159,-0.5682815461124606,-0.5682815461124606,-0.3663050252470651,-0.160258448545591,-0.2724795640326975,-0.28121542042404896,-0.28121542042404896,-0.13227681467255129,79449,78623,316.96577065637064,304.45214864864863,2569,260.95726488594335,258.2441948561659,23460,"Gadsden, AL",Gadsden,AL,0.15603113,0.20541665,0.20780501,0.25658065,AL,119107.16366286112,-86.004303,34.0131
"Gainesville, FL",-1.816801028157495,-0.7960644007155635,-1.9730692837948358,-1.9730692837948358,-1.6727031974140283,-1.0911191598187744,-0.23255813953488372,-1.3249211356466877,-1.3249211356466877,-1.0190702444470408,288931,308124,1759.8172806949808,1646.787650965251,11180,175.4512792409182,187.10609095191825,23540,"Gainesville, FL",Gainesville,FL,0.2845985,0.3522273,0.33674473,0.40272713,FL,205517.06461661396,-82.325203,29.652
"Gainesville, GA",2.66223065591371,-1.3996377408200231,3.4248208534118993,3.4248208534118993,2.5904471798456967,0.09675164165688746,0.04939897908776551,0.11404209632718282,0.11404209632718282,0.107363112032159,144646,160204,389.0756814671815,370.7327725868726,6073,390.1624315290485,432.1279688389564,23580,"Gainesville, GA",Gainesville,GA,0.24043915,0.31962284,0.2779603,0.35922897,GA,229441.9252775717,-83.824775,34.298755
"Glens Falls, NY",-0.9464514347400397,-3.0126963632451043,-1.2913915597620065,-1.2913915597620065,-0.40837161817253703,-0.9707194202461945,0.043038519474930065,-1.0654482464288404,-1.0654482464288404,-0.5815948250612977,122495,119499,1779.5490741312742,1742.9714764478765,4647,70.27940597722295,68.56050234599098,24020,"Glens Falls, NY",Glens Falls,NY,0.25983703,0.28079259,0.31260541,0.3201665,NY,195145.12407950437,-73.644245,43.31084
