MetroShort,post_pct_change,pre_pct_change,2010 Population,2019 Population,area,land_area,estab_count,density,density2019,AREA,Msa,MsaName,end,teleworkable_manual_emp,teleworkable_manual_wage,wfh_emp,wfh_wage,MetroState,price_level,cbd_lon,cbd_lat
"Minneapolis, MN",20.516841503227578,4.490820504332247,3310896,3549082,6850.294151737452,6495.090534362935,166677,509.75363353033634,546.4253317522246,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Minneapolis-St. Paul-Bloomington,MN-WI,0.36763227,0.47622299,0.41136688,0.51238036,MN,297418.505056655,-93.267601,44.977901
"Missoula, MT",44.31154793111195,6.5434501162793905,116409,125091,3319.222967953668,3294.3074084942086,7911,35.336410833987486,37.971866158409824,33540,"Missoula, MT",Missoula,MT,0.28191999,0.33771703,0.35088956,0.39807907,MT,324975.2952290432,-113.995563,46.872665
"Mobile, AL",27.6526639495584,8.322306045400909,413910,415316,1319.3172629343628,1256.1736776061775,13744,329.50061554288095,330.6198875233919,33660,"Mobile, AL",Mobile,AL,0.24979036,0.33998099,0.30248636,0.39268759,AL,128768.45976514288,-88.042503,30.691999
"Modesto, CA",27.119512176720743,4.981805920280863,466579,492535,1270.4184737451735,1244.8596208494207,13674,374.8045098302998,395.65505359063894,33700,"Modesto, CA",Modesto,CA,0.24801552,0.28783533,0.30633941,0.3433843,CA,323881.9977915644,-120.996,37.640301
"Monroe, LA",14.873723559680286,2.291794740570236,183690,184404,2047.6390073359073,1985.2482733590737,7887,92.527469971901,92.88712272142432,33740,"Monroe, LA",Monroe,LA,0.23971331,0.29752299,0.30708012,0.36061755,LA,127069.48051889372,-92.113297,32.505299
"Monroe, MI",21.013475888884464,2.963968149250342,141666,140077,465.14364594594593,448.2727861003861,3155,316.0263223480074,312.4816057172634,33780,"Monroe, MI",Monroe,MI,0.26368517,0.34763196,0.31968281,0.39080977,MI,182174.58900357017,-83.396405,41.914251
"Montgomery, AL",24.442540681557226,4.79929393916701,377768,376467,2911.8731984555984,2849.9802397683397,12135,132.55109447029247,132.0946000771574,33860,"Montgomery, AL",Montgomery,AL,0.28549942,0.3871859,0.33606979,0.43529585,AL,140401.71368309268,-86.309601,32.378502
"Morgantown, WV",17.9311222466509,-0.34700392325794877,126390,136083,976.4141586872588,967.9202158301158,4397,130.5789443519416,140.5931994955714,34060,"Morgantown, WV",Morgantown,WV,0.22701259,0.32971185,0.29491743,0.39385688,WV,180550.76166043532,-79.954208,39.630365
"Morristown, TN",31.26829126721473,10.133886981419437,151254,159047,796.1127656370656,718.1837799227799,3829,210.6062601640252,221.45724318238007,34100,"Morristown, TN",Morristown,TN,0.19524617,0.2218056,0.23747069,0.25743532,TN,169312.530429344,-83.292875,36.214742
"Mount Vernon, WA",31.47090452575787,7.328147532054681,112843,120353,1251.9349718146718,1216.2660818532818,6223,92.77821825636693,98.95285398127068,34580,"Mount Vernon-Anacortes, WA",Mount Vernon-Anacortes,WA,0.24356662,0.27726901,0.28708127,0.30309933,WA,376954.6104016287,-122.338802,48.416533
"Muncie, IN",35.76816582772024,4.4483729339051585,124647,121273,479.8199030888031,475.9784034749035,3796,261.8753268845992,254.78676997662197,34620,"Muncie, IN",Muncie,IN,0.27243227,0.34971789,0.32223454,0.39662257,IN,94087.4506195418,-85.385902,40.1926
"Muskegon, MI",33.21235311726662,9.731050785608076,144546,145136,306.790561003861,256.345872972973,4503,563.8709854136788,566.1725633293186,34740,"Muskegon, MI",Muskegon,MI,0.20719473,0.26593983,0.23267305,0.28115052,MI,144096.7955069037,-86.254601,43.239399
"Myrtle Beach, SC",41.21669074392234,4.758635729739994,249828,306622,1006.566306949807,995.9084057915056,15650,250.8543943872502,307.8817270914687,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach-Conway-North Myrtle Beach,SC-NC,0.18870682,0.24616851,0.23949762,0.29040796,SC,229783.06617287645,-78.88278,33.695092
"Napa, CA",20.803855105558096,1.9779305682782986,166926,171810,843.7646247104248,803.41908996139,8071,207.76952164283523,213.84854075132407,34900,"Napa, CA",Napa,CA,0.2240888,0.31304055,0.26811585,0.36613354,CA,710396.7664771916,-122.288,38.297699
"Naples, FL",52.499494941418355,0.7413902033880913,247311,283385,678.2641366795367,562.3791571428571,18599,439.75847408081904,503.9038100909094,34940,"Naples-Immokalee-Marco Island, FL",Naples-Immokalee-Marco Island,FL,0.2173913,0.28339964,0.2681154,0.3334007,FL,400995.43077637383,-81.795354,26.139248
"Nashville, TN",36.98000319186687,5.131422912744936,1563416,1770863,5816.075346332046,5743.691495752896,73736,272.197070674156,308.31443529121356,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville-Davidson--Murfreesboro--Franklin,TN,0.30752152,0.40069273,0.36409286,0.45780593,TN,289489.3877058267,-86.784476,36.16775
"New Haven, CT",31.55448413099454,3.1749755811943468,838178,833159,621.0014416988417,594.7465822393823,32442,1409.3027602513198,1400.86387190815,75700,"New Haven, CT",New Haven,CT,0.30614942,0.37781811,0.37195748,0.44189078,CT,245893.4098247619,-72.925003,41.305099
"New Orleans, LA",12.56527033670592,6.56283995071609,1109797,1179135,2287.6630814671817,1646.2201602316602,49211,674.148590091271,716.2681082912198,35380,"New Orleans-Metairie, LA",New Orleans-Metairie,LA,0.27050275,0.35226095,0.32029042,0.40050876,LA,222052.6974251069,-90.070801,29.952499
"New York, NY",21.79376869208588,4.047977473846309,18929284,19335518,7054.35877027027,6593.158934749034,1023709,2871.0492477640437,2932.6637187665488,35620,"New York-Newark-Jersey City, NY-NJ-PA",New York-Newark-Jersey City,NY-NJ-PA,0.35236636,0.4659619,0.41956478,0.53913975,NY,490789.05649927666,-73.980797,40.756699
"Niles, MI",30.57015808125111,4.866309341859506,121027,119414,517.0300922779923,496.5470718146718,4025,243.73721419340356,240.48878098020353,35660,"Niles-Benton Harbor, MI",Niles-Benton Harbor,MI,0.25128433,0.32533857,0.2792564,0.34913474,MI,168310.81733406492,-86.253824,41.82984
"Norwich, CT",31.042375548262196,2.539309780213813,254276,248085,630.6412938223938,592.3155799227799,8437,429.291426089366,418.83922761637103,76450,"Norwich-New London-Westerly, CT-RI",Norwich-New London-Westerly,CT-RI,0.27369434,0.34936818,0.32455757,0.39221317,CT,249287.35115106788,-72.074997,41.524502
"Ocala, FL",47.91182715810684,5.93990783824648,393904,424803,1835.192248262548,1735.4456034749037,13313,226.9757111437439,244.78036024258665,36100,"Ocala, FL",Ocala,FL,0.20209664,0.26949722,0.24289994,0.31606284,FL,168657.24015483054,-82.1353,29.1819
"Ocean City, NJ",40.36412389873132,5.8981627874014935,89417,85699,206.288044015444,163.26906061776063,6144,547.6665307050409,524.8943043816199,36140,"Ocean City, NJ",Ocean City,NJ,0.19445275,0.22584306,0.25470829,0.28466079,NJ,399867.5751656847,-74.575798,39.278858
"Odessa, TX",-2.2575440331194154,15.652007771293352,126856,141044,614.4389768339768,612.091938996139,5775,207.24991119479552,230.4294355376075,36220,"Odessa, TX",Odessa,TX,0.20088267,0.26529139,0.26048112,0.3278093,TX,199028.2865313544,-102.373,31.848101
"Ogden, UT",36.99209738890969,8.398073887269343,547184,608894,1225.0707,1215.5811185328184,23710,450.14190468871374,500.90774751003255,36260,"Ogden-Clearfield, UT",Ogden-Clearfield,UT,0.33691397,0.43255445,0.35278675,0.4294838,UT,318019.7690278868,-111.973,41.2216
"Oklahoma City, OK",30.09935324166936,5.312805627945073,1292880,1424318,6463.845429343629,6385.498623166023,62061,202.47126752318857,223.05509468480668,36420,"Oklahoma City, OK",Oklahoma City,OK,0.32024133,0.40652001,0.37340865,0.46068013,OK,160532.13305798557,-97.522499,35.468201
"Olympia, WA",32.818012884754474,8.117519370445155,237814,264696,689.995327027027,639.6254424710424,10750,371.8019706678045,413.82969222957934,36500,"Olympia-Tumwater, WA",Olympia-Tumwater,WA,0.3852973,0.4797588,0.44053987,0.51748711,WA,332890.5142972619,-122.9,47.039902
"Omaha, NE",28.878041655841987,6.744137437863211,873118,938317,5044.7497911196915,4986.314418918919,39825,175.10287692393462,188.17846633173932,36540,"Omaha-Council Bluffs, NE-IA",Omaha-Council Bluffs,NE-IA,0.34043512,0.42004812,0.38899702,0.4640663,NE,194148.48265348608,-95.933098,41.256699
"Orlando, FL",39.011945548127414,5.036197832984251,2107196,2470593,3321.8703559845562,2910.519832046332,120406,723.9930052352435,848.8493954919978,36740,"Orlando-Kissimmee-Sanford, FL",Orlando-Kissimmee-Sanford,FL,0.30913433,0.40698722,0.3507984,0.44835913,FL,259458.35600652007,-81.378799,28.543501
"Oshkosh, WI",27.556950897731326,5.936972125938217,105400,107453,428.21727027027026,414.17893667953666,3395,254.4793823775527,259.4361771785121,36780,"Oshkosh-Neenah, WI",Oshkosh-Neenah,WI,0.29386073,0.36823598,0.31724948,0.38627639,WI,185559.4634688515,-88.539803,44.017799
"Owensboro, KY",28.010165301711666,4.624410457776265,75666,77755,863.0880667953668,844.7449467181467,2290,89.57259856239936,92.04553433800336,36980,"Owensboro, KY",Owensboro,KY,0.2110448,0.24201423,0.25425699,0.27409276,KY,130147.22449092365,-87.111504,37.774899
"Oxnard, CA",24.741889666803747,1.7505412038797539,787571,812122,1275.8933432432432,1199.2984945945946,34841,656.6930614435792,677.1641952861169,37100,"Oxnard-Thousand Oaks-Ventura, CA",Oxnard-Thousand Oaks-Ventura,CA,0.31395799,0.41939071,0.36002243,0.45664853,CA,631245.9807763752,-119.179,34.1973
"Palm Bay, FL",41.996103365472806,4.242991362960397,539382,582534,1035.0544007722008,867.9233806949807,25384,621.4626912897489,671.1813657255574,37340,"Palm Bay-Melbourne-Titusville, FL",Palm Bay-Melbourne-Titusville,FL,0.3318105,0.44749898,0.36454308,0.46937463,FL,226814.4588803283,-80.669969,27.997982
"Panama City, FL",40.279462912078614,6.5904424638187065,181048,196294,1010.8883617760616,852.365584942085,8508,212.40651100701297,230.29320219837055,37460,"Panama City, FL",Panama City,FL,0.27824324,0.34998384,0.31020617,0.37866318,FL,203447.3993814716,-85.646797,30.146799
"Parkersburg, WV",22.76553974034615,4.025392205341652,175148,172383,1822.8116250965252,1791.1493297297295,5329,97.78525837732828,96.24155682542182,37620,"Parkersburg-Vienna, WV",Parkersburg-Vienna,WV,0.24614441,0.36920315,0.30350935,0.4280656,WV,117772.1986617386,-81.561501,39.2677
"Pensacola, FL",39.41211197190192,8.553995796317855,448500,487461,1519.985154054054,1433.4132416988418,16606,312.8895331456895,340.0701108511281,37860,"Pensacola-Ferry Pass-Brent, FL",Pensacola-Ferry Pass-Brent,FL,0.29036233,0.35213703,0.33499542,0.39884046,FL,184991.0443203776,-87.215302,30.412201
"Peoria, IL",18.744819014507584,1.2832927369068068,362594,355351,2044.476618146718,2002.5770262548265,11969,181.06369704945385,177.44685739482856,37900,"Peoria, IL",Peoria,IL,0.32186326,0.40816802,0.35138768,0.4142206,IL,111065.86960705806,-89.589996,40.691299
"Philadelphia, PA",26.64902414482996,4.727743129422311,5941166,6051831,4427.958762548263,4284.173959073359,254333,1386.770485222089,1412.6016025056497,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,0.34188336,0.43942869,0.40106103,0.49999312,PA,250920.47475361952,-75.160103,39.950001
"Phoenix, AZ",39.48048091451562,6.815099570655349,4232617,4809032,15649.681127027026,15623.58783822394,179247,270.9119725780705,307.80586698750767,38060,"Phoenix-Mesa-Scottsdale, AZ",Phoenix-Mesa-Scottsdale,AZ,0.34667766,0.44133058,0.38884294,0.48088622,AZ,287987.5896084475,-112.074,33.476898
"Pine Bluff, AR",19.376452479259907,5.427006690735537,74945,69136,2410.3649482625483,2364.7929783783784,1909,31.69199193554457,29.235540122167052,38220,"Pine Bluff, AR",Pine Bluff,AR,0.22101925,0.23011872,0.27546775,0.28314459,AR,77129.13479583146,-92.001503,34.223701
"Pittsburgh, PA",20.08513161584155,5.446777115327736,2360528,2334327,5564.469288416988,5506.240732432432,95791,428.70047182939186,423.9420529237903,38300,"Pittsburgh, PA",Pittsburgh,PA,0.31597543,0.3994509,0.36815506,0.45329663,PA,159630.70274664758,-80.001503,40.440899
"Pittsfield, MA",35.50021325415006,4.600389781272624,131219,126425,932.5880308880307,913.4455702702704,5716,143.65278487384302,138.40452470812613,76600,"Pittsfield, MA",Pittsfield,MA,0.28019553,0.35476792,0.32932425,0.40501913,MA,229727.7187017528,-73.252602,42.451801
"Pocatello, ID",41.58997462969648,12.712224633269539,64008,66321,1474.1830216216215,1472.5548857142858,2800,43.46731019737299,45.03804961254803,38540,"Pocatello, ID",Pocatello,ID,0.25782228,0.31928506,0.2983416,0.35230783,ID,197565.13238567868,-112.448587,42.873989
"Portland, ME",37.61409659065804,5.120628090726967,514464,532490,2404.0700768339766,2107.9393764478764,29413,244.0601498070271,252.6116291339022,76750,"Portland-South Portland, ME",Portland-South Portland,ME,0.34153235,0.44550616,0.38491789,0.48178625,ME,315878.4527266518,-70.260002,43.655899
"Portland, OR",24.724830217370748,3.7100275413638464,2296028,2520998,4637.147712741313,4532.273648648648,128995,506.5951833434833,556.2325215626964,38900,"Portland-Vancouver-Hillsboro, OR-WA",Portland-Vancouver-Hillsboro,OR-WA,0.34609646,0.43952808,0.39116162,0.47749302,OR,414231.1374139787,-122.676,45.518501
"Providence, RI",29.68905825164676,4.715476306003287,1600852,1618268,1758.1275548262547,1586.9024725868726,69993,1008.7904125515588,1019.7652520901282,77200,"Providence-Warwick, RI-MA",Providence-Warwick,RI-MA,0.31182271,0.39236581,0.36166343,0.44020227,RI,318636.20988411043,-71.413696,41.824001
"Provo, UT",35.250747108583106,6.385170178425856,519434,620113,2609.399767953668,2599.2289563706563,26777,199.84157175799308,238.5757508895536,39340,"Provo-Orem, UT",Provo-Orem,UT,0.39045295,0.49995038,0.42573538,0.53445166,UT,363077.3134200927,-111.661,40.232498
"Pueblo, CO",37.1584840120329,9.262176387182793,151475,156605,2626.533732818533,2614.7513501930503,4320,57.930938629715754,59.892884265434134,39380,"Pueblo, CO",Pueblo,CO,0.23212163,0.25160402,0.27505085,0.29389712,CO,191885.65214471865,-104.612,38.273602
"Punta Gorda, FL",49.011699977642095,4.598441338879835,133142,152565,621.5543598455599,576.6203818532819,5519,230.90061362741997,264.58482010235184,39460,"Punta Gorda, FL",Punta Gorda,FL,0.17911726,0.22914267,0.22786549,0.27741969,FL,220403.3717440688,-82.053244,26.93387
"Racine, WI",26.915459473093296,4.7456908388636,138259,139799,235.7333806949807,223.9032687258687,4117,617.4943348829557,624.3723050383868,39540,"Racine, WI",Racine,WI,0.23774509,0.3195897,0.26775187,0.34069699,WI,189607.64558429245,-87.782997,42.729301
"Raleigh, NC",38.22568464354796,4.309471231623674,900428,1036389,1995.4474606177607,1971.5117555984557,48800,456.71956935741105,525.6823841181725,39580,"Raleigh, NC",Raleigh,NC,0.35944811,0.49456331,0.41300467,0.54099578,NC,285959.10075343406,-78.639099,35.7766
"Rapid City, SD",36.35317894050847,6.966737618108483,142525,155139,10598.433091891891,10571.947714285714,8326,13.481432546947628,14.674590169450328,39660,"Rapid City, SD",Rapid City,SD,0.23685537,0.2853744,0.28334743,0.32253391,SD,227280.89122412392,-103.226297,44.083046
"Reading, PA",31.00636712015422,5.941608691620724,338505,345359,559.4626888030888,551.7109050193051,10456,613.5550284041518,625.9782013696384,39740,"Reading, PA",Reading,PA,0.26327392,0.33007059,0.31614298,0.37022027,PA,185454.1248257539,-75.924797,40.335098
"Redding, CA",24.499077504891616,6.056457426515318,172154,173570,3544.192638996139,3472.1157073359072,6999,49.581872987778596,49.98969349819773,39820,"Redding, CA",Redding,CA,0.26435575,0.30473611,0.31896758,0.35356098,CA,276115.70398868754,-122.39,40.5825
"Reno, NV",29.624042698356156,3.2677208816506917,424825,460431,5842.964567567567,5621.926405791505,22834,75.5657348275425,81.89915106780491,39900,"Reno, NV",Reno,NV,0.2589801,0.34564951,0.30929998,0.38923916,NV,385552.5104689571,-119.813,39.528702
"Richmond, VA",29.847197088773004,5.30528597763582,1384485,1475169,7019.223209266409,6804.1869050193045,62118,203.475451119471,216.80312733793352,40060,"Richmond, VA",Richmond,VA,0.33731318,0.45246115,0.38674715,0.50246274,VA,246630.35153008727,-77.437401,37.542801
"Riverside, CA",34.594270094905816,3.5738669328001835,4170209,4505876,9874.33188957529,9828.782715830115,134303,424.28539937946874,458.43683091527623,40140,"Riverside-San Bernardino-Ontario, CA",Riverside-San Bernardino-Ontario,CA,0.248191,0.30152175,0.30143875,0.3496232,CA,377471.7253552921,-117.376,33.980202
"Roanoke, VA",30.36566273343001,7.034234324519108,290999,294663,1907.658143243243,1889.84255019305,12849,153.98055249114486,155.91933834376823,40220,"Roanoke, VA",Roanoke,VA,0.26184613,0.32308793,0.31594259,0.37510112,VA,179886.05576281325,-79.942802,37.2715
"Rochester, MN",23.72533908007142,4.718453672423176,181842,192555,1474.480530888031,1460.8834092664092,7095,124.47399898347328,131.80723306091386,40340,"Rochester, MN",Rochester,MN,0.24306482,0.30965853,0.29439834,0.34877658,MN,237210.9985788321,-92.463799,44.022301
"Rochester, NY",30.455788728382387,5.501794515068652,1041129,1035404,2819.4932351351354,2791.94044015444,38423,372.90516123703856,370.854616061482,40380,"Rochester, NY",Rochester,NY,0.33922747,0.40852714,0.39265522,0.45416301,NY,158614.162290463,-77.607498,43.1563
"Rockford, IL",26.764219525575573,5.240202438645176,293736,286832,592.0462571428571,586.9668108108108,10317,500.4303388027096,488.6681746175437,40420,"Rockford, IL",Rockford,IL,0.25203148,0.30058146,0.29251796,0.32495639,IL,123639.40709825885,-89.093399,42.272999
"Rocky Mount, NC",39.39514332654808,5.026547970801605,139564,135627,607.4575320463321,602.7614810810811,4375,231.54100648516123,225.00940132529135,40580,"Rocky Mount, NC",Rocky Mount,NC,0.22235194,0.26582471,0.25984055,0.30102256,NC,113734.91722734022,-77.799724,35.940093
"Rome, GA",35.48985131146251,8.778656904142439,46816,48301,300.1734444015444,294.8075528957529,1597,158.8019015800271,163.83908595815302,40660,"Rome, GA",Rome,GA,0.22382703,0.28373984,0.27734238,0.33074236,GA,137899.81998799782,-85.168411,34.256466
"Sacramento, CA",24.881853718370508,4.056676030379095,2209489,2380516,5096.927435135135,5019.393163320464,91178,440.1904628922042,474.263705301225,40900,"Sacramento--Roseville--Arden-Arcade, CA",Sacramento--Roseville--Arden-Arcade,CA,0.3502709,0.44375852,0.40342751,0.4892731,CA,429048.08300021023,-121.493,38.579201
"Saginaw, MI",33.436710089920155,9.901388280401061,142964,136877,371.8123934362934,360.5609501930502,4493,396.50439107023305,379.6223632279475,40980,"Saginaw, MI",Saginaw,MI,0.23427187,0.28549826,0.27311924,0.32497358,MI,98582.5900201558,-83.936501,43.432499
"Salem, OR",29.860706620393675,5.493501694759823,289515,313402,774.9911567567567,768.4352181467182,13361,376.759150495784,407.8443993702561,41420,"Salem, OR",Salem,OR,0.29286161,0.35281464,0.35163167,0.40096799,OR,308430.5429347667,-123.038,44.942799
"Salinas, CA",27.4587516923854,3.7072494595571777,489095,511207,3295.8221934362937,3241.681196911197,17493,150.87695867996806,157.69811062454212,41500,"Salinas, CA",Salinas,CA,0.21735431,0.30006251,0.25850368,0.33795309,CA,574724.4224150188,-121.655,36.674599
"Salt Lake City, UT",35.49085917431827,6.866604004866664,1071123,1178267,2151.026496911197,2115.9853586872587,58734,506.20529844522014,556.8408094898105,41620,"Salt Lake City, UT",Salt Lake City,UT,0.39780337,0.48986137,0.43339336,0.52558041,UT,362950.585661729,-111.889,40.763599
"San Angelo, TX",23.54976116900416,11.402383645400405,113045,120872,2366.973519305019,2348.3872722007723,4713,48.13729036014609,51.47021593534944,41660,"San Angelo, TX",San Angelo,TX,0.27410376,0.31661162,0.33316553,0.38073868,TX,163606.12184415376,-100.439,31.4627
"San Antonio, TX",31.907318721551814,4.4762188613938845,2140051,2463804,7617.925059073359,7558.658618532819,80781,283.1257645044164,325.9578351586196,41700,"San Antonio-New Braunfels, TX",San Antonio-New Braunfels,TX,0.3269262,0.41764671,0.37705666,0.4631488,TX,208016.59412789575,-98.4907,29.426399
"San Diego, CA",32.88332490146159,2.8961714452697946,3041838,3260294,2725.033786100386,2688.791005791506,156427,1131.3032487270489,1212.550173285134,41740,"San Diego-Carlsbad, CA",San Diego-Carlsbad,CA,0.3477357,0.45893136,0.39516366000000003,0.50030339,CA,615168.0946564456,-117.162,32.714001
"San Francisco, CA",18.339008653419356,1.1981508077704526,4453606,4836168,2721.3615884169885,2598.56192007722,245648,1713.8733410930824,1861.0940007372565,41860,"San Francisco-Oakland-Hayward, CA",San Francisco-Oakland-Hayward,CA,0.39781314,0.53622544,0.44755739,0.5840202,CA,954527.8849215688,-122.408,37.785702
"San Jose, CA",22.493761336617403,-4.180575421347013,1822974,1972474,2547.5307938223937,2535.351046718147,89778,719.0223233030099,777.9885166408195,41940,"San Jose-Sunnyvale-Santa Clara, CA",San Jose-Sunnyvale-Santa Clara,CA,0.47426072,0.63637751,0.51112145,0.66457206,CA,1186118.649157202,-121.89,37.334202
"San Luis Obispo, CA",27.185391702913975,2.4990528342927085,356515,373141,2690.556102702703,2651.2453606177605,17557,134.47076807592387,140.74178329275992,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",San Luis Obispo-Paso Robles-Arroyo Grande,CA,0.25224799,0.32955092,0.3068558,0.36732909,CA,625416.9866224718,-120.662377,35.282645
"Santa Cruz, CA",29.148194261295497,0.19276963254101276,188379,196903,307.8257335907336,298.6764471042471,9793,630.7126049823743,659.2518489791561,42100,"Santa Cruz-Watsonville, CA",Santa Cruz-Watsonville,CA,0.2935839,0.39231578,0.34384391,0.43725133,CA,846615.2331575328,-122.02940099999999,36.974375
"Santa Fe, NM",29.62221172129728,8.743885602729003,126696,131623,832.7295822393822,831.6611177606177,8124,152.3408961827499,158.26518420677914,42140,"Santa Fe, NM",Santa Fe,NM,0.33923164,0.43170851,0.39852861,0.49008697,NM,380268.5428383178,-105.938215,35.689477
"Santa Rosa, CA",15.830294406470466,0.2863091103597601,451303,464675,1518.1390494208497,1502.8172397683395,22660,300.3046465381038,309.2026014231976,42220,"Santa Rosa, CA",Santa Rosa,CA,0.28310573,0.3749643,0.33938694,0.42393923,CA,676879.447648274,-122.713,38.441399
"Savannah, GA",37.01986516451743,4.961812619961762,352686,391865,1206.6030532818534,1159.9307038610038,16024,304.05781899386886,337.8348367670744,42340,"Savannah, GA",Savannah,GA,0.25080073,0.3287355,0.3030524,0.36976883,GA,201854.88835811545,-81.089996,32.0788
"Scranton, PA",27.66289645945245,6.759529641693272,523508,516265,1758.5981142857142,1728.9961803088804,17711,302.7814670512903,298.5923311338783,42540,"Scranton--Wilkes-Barre--Hazleton, PA",Scranton--Wilkes-Barre--Hazleton,PA,0.24909435,0.30590999,0.30106217,0.35706991,PA,139601.2231546848,-75.663902,41.408699
"Seattle, WA",30.567977108012496,4.111254751237821,3406020,3835346,4920.597171814672,4687.218837451737,193259,726.6611861143065,818.2562267745817,42660,"Seattle-Tacoma-Bellevue, WA",Seattle-Tacoma-Bellevue,WA,0.37474459,0.49018329,0.42281505,0.53369951,WA,518266.2838602286,-122.335,47.6077
"Sebastian, FL",42.9107279293868,3.8465793013698004,131307,146443,472.16862779922775,428.9650054054054,7484,306.10189256791386,341.3868221292316,42680,"Sebastian-Vero Beach, FL",Sebastian-Vero Beach,FL,0.23924349,0.29655632,0.29237634,0.36039153,FL,241563.32178915915,-80.474951,27.817223
"Sheboygan, WI",26.342224729499975,5.383072571782496,102946,102670,346.1178648648649,332.78239498069496,3716,309.3492971765288,308.5199263799877,43100,"Sheboygan, WI",Sheboygan,WI,0.2467314,0.33989111,0.27550825,0.35662973,WI,182601.30450488487,-87.712502,43.751598
"Sherman, TX",37.1782385086965,4.873311500578442,98728,106142,631.756145945946,608.6537683397684,3403,162.2071613378842,174.38814235805145,43300,"Sherman-Denison, TX",Sherman-Denison,TX,0.25330776,0.27163905,0.29935434,0.3038756,TX,186165.62587497476,-96.611603,33.638401
"Shreveport, LA",2.2969326592516244,8.104810816409053,397436,397826,2773.420255212355,2665.5123138996137,14832,149.10304406681047,149.24935740326225,43340,"Shreveport-Bossier City, LA",Shreveport-Bossier City,LA,0.24113959,0.28996527,0.29716572,0.3393575,LA,149685.8307060551,-93.749298,32.511799
"Sioux City, IA",23.061456240217016,6.883730139964525,165548,165997,3212.9799826254825,3187.7926173745172,5690,51.9318600268126,52.07270984168223,43580,"Sioux City, IA-NE-SD",Sioux City,IA-NE-SD,0.23079897,0.27648738,0.27335745,0.32779449,IA,150258.92055491707,-96.403801,42.493801
"Sioux Falls, SD",29.728445679074056,5.806774210203194,230168,261217,2830.999866795367,2819.8019644787646,12949,81.6255903426701,92.63664728607476,43620,"Sioux Falls, SD",Sioux Falls,SD,0.29081249,0.36277238,0.34037104,0.40788794,SD,227431.62582454673,-96.727303,43.545799
"South Bend, IN",30.374396479518715,6.730669345903322,260974,263113,673.6438945945946,649.8817679536679,8939,401.57150557054194,404.8628734861787,43780,"South Bend-Mishawaka, IN-MI",South Bend-Mishawaka,IN-MI,0.27566135,0.34196228,0.32677719,0.38517532,IN,140046.89191250518,-86.250397,41.674702
"Spartanburg, SC",36.86945238913802,6.705596719051657,196447,217298,416.885455984556,409.8700436293436,7697,479.2909436866585,530.1631660510138,43900,"Spartanburg, SC",Spartanburg,SC,0.2362117,0.30303571,0.27095395,0.32709742,SC,165641.33806865534,-81.931702,34.9505
"Spokane, WA",36.86710928540406,11.846255560185778,473579,506026,2134.438546718147,2109.5540374517377,22900,224.49247167522935,239.873447665394,44060,"Spokane-Spokane Valley, WA",Spokane-Spokane Valley,WA,0.28824699,0.34493747,0.34154212,0.38370025,WA,262178.5556424123,-117.421,47.657501
"Springfield, IL",12.06778349020659,4.97101064159482,200506,199433,1008.0370945945946,995.078423938224,8090,201.4976861888503,200.41937921908064,44100,"Springfield, IL",Springfield,IL,0.38129437,0.46403995,0.42916358,0.49849075,IL,140763.69284418615,-89.647003,39.799801
"Springfield, MA",27.025819500219338,4.278826894009085,693392,700259,1916.4259115830116,1855.453635135135,22138,373.7048379274103,377.40581965498654,78100,"Springfield, MA-CT",Springfield,MA-CT,0.30223149,0.35632816,0.35325184,0.40119877,MA,241583.92125529324,-72.594101,42.103298
"Springfield, MO",37.57757867167854,6.614424376387927,403428,424360,3140.7838525096527,3114.7929783783784,18644,129.52000431503234,136.2401941142586,44180,"Springfield, MO",Springfield,MO,0.28283477,0.34036371,0.33333564,0.38588983,MO,160162.31659553232,-93.2901,37.207298
"Springfield, OH",31.804028849021442,6.695463847217849,132980,129632,352.0480084942085,347.5134957528958,3489,382.66139768729226,373.0272394720941,44220,"Springfield, OH",Springfield,OH,0.23694029,0.2833592,0.29054794,0.33243307,OH,114621.01567599284,-83.806,39.9244
"State College, PA",18.75677326405392,5.689428658032781,137015,143991,645.4441011583011,645.1765563706564,4812,212.36822486352767,223.18076901305852,44300,"State College, PA",State College,PA,0.29183468,0.36360225,0.36125666,0.42701855,PA,251063.2455353167,-77.859001,40.7943
"Stockton, CA",27.571782289692493,3.5708475830426467,614626,658716,1190.5058725868726,1164.5303675675675,17966,527.7887267841803,565.6494826973934,44700,"Stockton-Lodi, CA",Stockton-Lodi,CA,0.22769897,0.27840576,0.28545684,0.32741696,CA,385841.18438136607,-121.288,37.952999
"Sumter, SC",18.958000956764547,8.64828600493908,113781,113042,920.0061976833978,895.8817301158301,2881,127.00448750672598,126.17960183805133,44940,"Sumter, SC",Sumter,SC,0.22416908,0.28086683,0.27269158,0.33070678,SC,137807.1608816994,-80.341589,33.920707
